Group,Step1,Question1,Tip1,Step2,Question2,Tip2,Step3,Question3,Tip3,price,image_url
10,Building ages,Are there buildings that appear to have been built at different time periods?,At least one counted building must appear to be built in a different time period,Buildings,Count visible different buildings,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually",Proportion of historic building,Estimate the proportion of historic buildings,"Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)",0.07,https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_90.jpg
10,Building ages,Are there buildings that appear to have been built at different time periods?,At least one counted building must appear to be built in a different time period,Buildings,Count visible different buildings,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually",Proportion of historic building,Estimate the proportion of historic buildings,"Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)",0.07,https://contribua.org/bairros/oeste/catole/Rua_Joao_Francisco_Mota__64__270.jpg
10,Building ages,Are there buildings that appear to have been built at different time periods?,At least one counted building must appear to be built in a different time period,Buildings,Count visible different buildings,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually",Proportion of historic building,Estimate the proportion of historic buildings,"Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)",0.07,https://contribua.org/bairros/oeste/catole/Rua_Doutor_Antonio_Telha_-_Catole__Campina_Grande__270.jpg
10,Building ages,Are there buildings that appear to have been built at different time periods?,At least one counted building must appear to be built in a different time period,Buildings,Count visible different buildings,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually",Proportion of historic building,Estimate the proportion of historic buildings,"Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)",0.07,https://contribua.org/bairros/oeste/catole/Rua_Honorio_de_Melo__240__270.jpg
10,Building ages,Are there buildings that appear to have been built at different time periods?,At least one counted building must appear to be built in a different time period,Buildings,Count visible different buildings,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually",Proportion of historic building,Estimate the proportion of historic buildings,"Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)",0.07,https://contribua.org/bairros/norte/centro/Rua_Quebra_Quilos__399__270.jpg
10,Building ages,Are there buildings that appear to have been built at different time periods?,At least one counted building must appear to be built in a different time period,Buildings,Count visible different buildings,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually",Proportion of historic building,Estimate the proportion of historic buildings,"Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)",0.07,https://contribua.org/bairros/oeste/liberdade/Rua_Severino_Pimentel__321__180.jpg
10,Building ages,Are there buildings that appear to have been built at different time periods?,At least one counted building must appear to be built in a different time period,Buildings,Count visible different buildings,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually",Proportion of historic building,Estimate the proportion of historic buildings,"Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)",0.07,https://contribua.org/bairros/oeste/liberdade/Rua_Severino_Pimentel__439__0.jpg
10,Building ages,Are there buildings that appear to have been built at different time periods?,At least one counted building must appear to be built in a different time period,Buildings,Count visible different buildings,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually",Proportion of historic building,Estimate the proportion of historic buildings,"Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)",0.07,https://contribua.org/bairros/norte/centro/Avenida_Dom_Pedro_II__500_90.jpg
10,Building ages,Are there buildings that appear to have been built at different time periods?,At least one counted building must appear to be built in a different time period,Buildings,Count visible different buildings,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually",Proportion of historic building,Estimate the proportion of historic buildings,"Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)",0.07,https://contribua.org/bairros/norte/centro/Rua_Elias_Aforas__67__180.jpg
10,Building ages,Are there buildings that appear to have been built at different time periods?,At least one counted building must appear to be built in a different time period,Buildings,Count visible different buildings,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually",Proportion of historic building,Estimate the proportion of historic buildings,"Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)",0.07,https://contribua.org/bairros/oeste/liberdade/Rua_Riachuelo__930__0.jpg
10,Building ages,Are there buildings that appear to have been built at different time periods?,At least one counted building must appear to be built in a different time period,Buildings,Count visible different buildings,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually",Proportion of historic building,Estimate the proportion of historic buildings,"Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)",0.07,https://contribua.org/bairros/oeste/liberdade/Rua_Riachuelo__847__0.jpg
10,Building ages,Are there buildings that appear to have been built at different time periods?,At least one counted building must appear to be built in a different time period,Buildings,Count visible different buildings,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually",Proportion of historic building,Estimate the proportion of historic buildings,"Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)",0.07,https://contribua.org/bairros/oeste/catole/Rua_Cristina_Procopio_da_Silva__62__90.jpg
10,Building ages,Are there buildings that appear to have been built at different time periods?,At least one counted building must appear to be built in a different time period,Buildings,Count visible different buildings,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually",Proportion of historic building,Estimate the proportion of historic buildings,"Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)",0.07,https://contribua.org/bairros/norte/centro/Avenida_Presidente_Joao_Pessoa__128__90.jpg
10,Building ages,Are there buildings that appear to have been built at different time periods?,At least one counted building must appear to be built in a different time period,Buildings,Count visible different buildings,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually",Proportion of historic building,Estimate the proportion of historic buildings,"Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)",0.07,https://contribua.org/bairros/oeste/catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_0.jpg
10,Building ages,Are there buildings that appear to have been built at different time periods?,At least one counted building must appear to be built in a different time period,Buildings,Count visible different buildings,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually",Proportion of historic building,Estimate the proportion of historic buildings,"Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)",0.07,https://contribua.org/bairros/norte/centro/Rua_Coronel_Salvino_Figueiredo__251_270.jpg
10,Building ages,Are there buildings that appear to have been built at different time periods?,At least one counted building must appear to be built in a different time period,Buildings,Count visible different buildings,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually",Proportion of historic building,Estimate the proportion of historic buildings,"Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)",0.07,https://contribua.org/bairros/norte/centro/Avenida_Presidente_Joao_Pessoa__128__180.jpg
10,Building ages,Are there buildings that appear to have been built at different time periods?,At least one counted building must appear to be built in a different time period,Buildings,Count visible different buildings,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually",Proportion of historic building,Estimate the proportion of historic buildings,"Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)",0.07,https://contribua.org/bairros/oeste/liberdade/Rua_Riachuelo__455__180.jpg
10,Building ages,Are there buildings that appear to have been built at different time periods?,At least one counted building must appear to be built in a different time period,Buildings,Count visible different buildings,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually",Proportion of historic building,Estimate the proportion of historic buildings,"Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)",0.07,https://contribua.org/bairros/norte/centro/Avenida_Dom_Pedro_II__500_270.jpg
10,Building ages,Are there buildings that appear to have been built at different time periods?,At least one counted building must appear to be built in a different time period,Buildings,Count visible different buildings,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually",Proportion of historic building,Estimate the proportion of historic buildings,"Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)",0.07,https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_90.jpg
10,Building ages,Are there buildings that appear to have been built at different time periods?,At least one counted building must appear to be built in a different time period,Buildings,Count visible different buildings,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually",Proportion of historic building,Estimate the proportion of historic buildings,"Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)",0.07,https://contribua.org/bairros/oeste/catole/Rua_Otacilio_Nepomuceno__76_0.jpg
10,Building ages,Are there buildings that appear to have been built at different time periods?,At least one counted building must appear to be built in a different time period,Buildings,Count visible different buildings,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually",Proportion of historic building,Estimate the proportion of historic buildings,"Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)",0.07,https://contribua.org/bairros/oeste/catole/Rua_Doutor_Antonio_Telha__235_180.jpg
10,Building ages,Are there buildings that appear to have been built at different time periods?,At least one counted building must appear to be built in a different time period,Buildings,Count visible different buildings,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually",Proportion of historic building,Estimate the proportion of historic buildings,"Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)",0.07,https://contribua.org/bairros/oeste/catole/Rua_Doutor_Antonio_Telha_-_Catole__Campina_Grande__90.jpg
10,Building ages,Are there buildings that appear to have been built at different time periods?,At least one counted building must appear to be built in a different time period,Buildings,Count visible different buildings,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually",Proportion of historic building,Estimate the proportion of historic buildings,"Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)",0.07,https://contribua.org/bairros/oeste/liberdade/Rua_Padre_Pedro_Serrao__336__270.jpg
10,Building ages,Are there buildings that appear to have been built at different time periods?,At least one counted building must appear to be built in a different time period,Buildings,Count visible different buildings,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually",Proportion of historic building,Estimate the proportion of historic buildings,"Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)",0.07,https://contribua.org/bairros/oeste/liberdade/Rua_Acre__635_90.jpg
10,Building ages,Are there buildings that appear to have been built at different time periods?,At least one counted building must appear to be built in a different time period,Buildings,Count visible different buildings,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually",Proportion of historic building,Estimate the proportion of historic buildings,"Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)",0.07,https://contribua.org/bairros/oeste/liberdade/Rua_Acre__635_270.jpg
10,Building ages,Are there buildings that appear to have been built at different time periods?,At least one counted building must appear to be built in a different time period,Buildings,Count visible different buildings,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually",Proportion of historic building,Estimate the proportion of historic buildings,"Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)",0.07,https://contribua.org/bairros/oeste/liberdade/Rua_Padre_Pedro_Serrao__207__90.jpg
10,Building ages,Are there buildings that appear to have been built at different time periods?,At least one counted building must appear to be built in a different time period,Buildings,Count visible different buildings,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually",Proportion of historic building,Estimate the proportion of historic buildings,"Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)",0.07,https://contribua.org/bairros/oeste/catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_90.jpg
10,Building ages,Are there buildings that appear to have been built at different time periods?,At least one counted building must appear to be built in a different time period,Buildings,Count visible different buildings,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually",Proportion of historic building,Estimate the proportion of historic buildings,"Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)",0.07,https://contribua.org/bairros/oeste/liberdade/Rua_Riachuelo__847__180.jpg
10,Building ages,Are there buildings that appear to have been built at different time periods?,At least one counted building must appear to be built in a different time period,Buildings,Count visible different buildings,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually",Proportion of historic building,Estimate the proportion of historic buildings,"Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)",0.07,https://contribua.org/bairros/oeste/catole/Rua_Deputado_Ascendino_Moura__101__270.jpg
